barcode_index_matrix,index,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Anc110BC_448,448,0,1,1,1,0,0,0,0,0,0
Anc110BC_449,449,0,1,1,1,0,0,0,0,0,1
Anc110BC_450,450,0,1,1,1,0,0,0,0,1,0
Anc110BC_451,451,0,1,1,1,0,0,0,0,1,1
Anc110BC_452,452,0,1,1,1,0,0,0,1,0,0
Anc110BC_453,453,0,1,1,1,0,0,0,1,0,1
Anc110BC_454,454,0,1,1,1,0,0,0,1,1,0
Anc110BC_455,455,0,1,1,1,0,0,0,1,1,1
Anc110BC_456,456,0,1,1,1,0,0,1,0,0,0
Anc110BC_457,457,0,1,1,1,0,0,1,0,0,1
Anc110BC_458,458,0,1,1,1,0,0,1,0,1,0
Anc110BC_459,459,0,1,1,1,0,0,1,0,1,1
Anc110BC_460,460,0,1,1,1,0,0,1,1,0,0
Anc110BC_461,461,0,1,1,1,0,0,1,1,0,1
Anc110BC_462,462,0,1,1,1,0,0,1,1,1,0
Anc110BC_463,463,0,1,1,1,0,0,1,1,1,1
Anc110BC_464,464,0,1,1,1,0,1,0,0,0,0
Anc110BC_465,465,0,1,1,1,0,1,0,0,0,1
Anc110BC_466,466,0,1,1,1,0,1,0,0,1,0
Anc110BC_467,467,0,1,1,1,0,1,0,0,1,1
Anc110BC_468,468,0,1,1,1,0,1,0,1,0,0
Anc110BC_469,469,0,1,1,1,0,1,0,1,0,1
Anc110BC_470,470,0,1,1,1,0,1,0,1,1,0
Anc110BC_471,471,0,1,1,1,0,1,0,1,1,1
Anc110BC_472,472,0,1,1,1,0,1,1,0,0,0
Anc110BC_473,473,0,1,1,1,0,1,1,0,0,1
Anc110BC_474,474,0,1,1,1,0,1,1,0,1,0
Anc110BC_475,475,0,1,1,1,0,1,1,0,1,1
Anc110BC_476,476,0,1,1,1,0,1,1,1,0,0
Anc110BC_477,477,0,1,1,1,0,1,1,1,0,1
Anc110BC_478,478,0,1,1,1,0,1,1,1,1,0
Anc110BC_479,479,0,1,1,1,0,1,1,1,1,1
Anc110BC_480,480,0,1,1,1,1,0,0,0,0,0
Anc110BC_481,481,0,1,1,1,1,0,0,0,0,1
Anc110BC_482,482,0,1,1,1,1,0,0,0,1,0
Anc110BC_483,483,0,1,1,1,1,0,0,0,1,1
Anc110BC_484,484,0,1,1,1,1,0,0,1,0,0
Anc110BC_485,485,0,1,1,1,1,0,0,1,0,1
Anc110BC_486,486,0,1,1,1,1,0,0,1,1,0
Anc110BC_487,487,0,1,1,1,1,0,0,1,1,1
Anc110BC_488,488,0,1,1,1,1,0,1,0,0,0
Anc110BC_489,489,0,1,1,1,1,0,1,0,0,1
Anc110BC_490,490,0,1,1,1,1,0,1,0,1,0
Anc110BC_491,491,0,1,1,1,1,0,1,0,1,1
Anc110BC_492,492,0,1,1,1,1,0,1,1,0,0
Anc110BC_493,493,0,1,1,1,1,0,1,1,0,1
Anc110BC_494,494,0,1,1,1,1,0,1,1,1,0
Anc110BC_495,495,0,1,1,1,1,0,1,1,1,1
Anc110BC_496,496,0,1,1,1,1,1,0,0,0,0
Anc110BC_497,497,0,1,1,1,1,1,0,0,0,1
Anc110BC_498,498,0,1,1,1,1,1,0,0,1,0
Anc110BC_499,499,0,1,1,1,1,1,0,0,1,1
Anc110BC_500,500,0,1,1,1,1,1,0,1,0,0
Anc110BC_501,501,0,1,1,1,1,1,0,1,0,1
Anc110BC_502,502,0,1,1,1,1,1,0,1,1,0
Anc110BC_503,503,0,1,1,1,1,1,0,1,1,1
Anc110BC_504,504,0,1,1,1,1,1,1,0,0,0
Anc110BC_505,505,0,1,1,1,1,1,1,0,0,1
Anc110BC_506,506,0,1,1,1,1,1,1,0,1,0
Anc110BC_507,507,0,1,1,1,1,1,1,0,1,1
Anc110BC_508,508,0,1,1,1,1,1,1,1,0,0
Anc110BC_509,509,0,1,1,1,1,1,1,1,0,1
Anc110BC_510,510,0,1,1,1,1,1,1,1,1,0
Anc110BC_511,511,0,1,1,1,1,1,1,1,1,1
Anc110BC_512,512,1,0,0,0,0,0,0,0,0,0
Anc110BC_513,513,1,0,0,0,0,0,0,0,0,1
Anc110BC_514,514,1,0,0,0,0,0,0,0,1,0
Anc110BC_515,515,1,0,0,0,0,0,0,0,1,1
Anc110BC_516,516,1,0,0,0,0,0,0,1,0,0
Anc110BC_517,517,1,0,0,0,0,0,0,1,0,1
Anc110BC_518,518,1,0,0,0,0,0,0,1,1,0
Anc110BC_519,519,1,0,0,0,0,0,0,1,1,1
Anc110BC_520,520,1,0,0,0,0,0,1,0,0,0
Anc110BC_521,521,1,0,0,0,0,0,1,0,0,1
Anc110BC_522,522,1,0,0,0,0,0,1,0,1,0
Anc110BC_523,523,1,0,0,0,0,0,1,0,1,1
Anc110BC_524,524,1,0,0,0,0,0,1,1,0,0
Anc110BC_525,525,1,0,0,0,0,0,1,1,0,1
Anc110BC_526,526,1,0,0,0,0,0,1,1,1,0
Anc110BC_527,527,1,0,0,0,0,0,1,1,1,1
Anc110BC_528,528,1,0,0,0,0,1,0,0,0,0
Anc110BC_529,529,1,0,0,0,0,1,0,0,0,1
Anc110BC_530,530,1,0,0,0,0,1,0,0,1,0
Anc110BC_531,531,1,0,0,0,0,1,0,0,1,1
Anc110BC_532,532,1,0,0,0,0,1,0,1,0,0
Anc110BC_533,533,1,0,0,0,0,1,0,1,0,1
Anc110BC_534,534,1,0,0,0,0,1,0,1,1,0
Anc110BC_535,535,1,0,0,0,0,1,0,1,1,1
Anc110BC_536,536,1,0,0,0,0,1,1,0,0,0
Anc110BC_537,537,1,0,0,0,0,1,1,0,0,1
Anc110BC_538,538,1,0,0,0,0,1,1,0,1,0
Anc110BC_539,539,1,0,0,0,0,1,1,0,1,1
Anc110BC_540,540,1,0,0,0,0,1,1,1,0,0
Anc110BC_541,541,1,0,0,0,0,1,1,1,0,1
Anc110BC_542,542,1,0,0,0,0,1,1,1,1,0
Anc110BC_543,543,1,0,0,0,0,1,1,1,1,1
Anc110BC_544,544,1,0,0,0,1,0,0,0,0,0
Anc110BC_545,545,1,0,0,0,1,0,0,0,0,1
Anc110BC_546,546,1,0,0,0,1,0,0,0,1,0
Anc110BC_547,547,1,0,0,0,1,0,0,0,1,1
Anc110BC_548,548,1,0,0,0,1,0,0,1,0,0
Anc110BC_549,549,1,0,0,0,1,0,0,1,0,1
Anc110BC_550,550,1,0,0,0,1,0,0,1,1,0
Anc110BC_551,551,1,0,0,0,1,0,0,1,1,1
Anc110BC_552,552,1,0,0,0,1,0,1,0,0,0
Anc110BC_553,553,1,0,0,0,1,0,1,0,0,1
Anc110BC_554,554,1,0,0,0,1,0,1,0,1,0
Anc110BC_555,555,1,0,0,0,1,0,1,0,1,1
Anc110BC_556,556,1,0,0,0,1,0,1,1,0,0
Anc110BC_557,557,1,0,0,0,1,0,1,1,0,1
Anc110BC_558,558,1,0,0,0,1,0,1,1,1,0
Anc110BC_559,559,1,0,0,0,1,0,1,1,1,1
Anc110BC_560,560,1,0,0,0,1,1,0,0,0,0
Anc110BC_561,561,1,0,0,0,1,1,0,0,0,1
Anc110BC_562,562,1,0,0,0,1,1,0,0,1,0
Anc110BC_563,563,1,0,0,0,1,1,0,0,1,1
Anc110BC_564,564,1,0,0,0,1,1,0,1,0,0
Anc110BC_565,565,1,0,0,0,1,1,0,1,0,1
Anc110BC_566,566,1,0,0,0,1,1,0,1,1,0
Anc110BC_567,567,1,0,0,0,1,1,0,1,1,1
Anc110BC_568,568,1,0,0,0,1,1,1,0,0,0
Anc110BC_569,569,1,0,0,0,1,1,1,0,0,1
Anc110BC_570,570,1,0,0,0,1,1,1,0,1,0
Anc110BC_571,571,1,0,0,0,1,1,1,0,1,1
Anc110BC_572,572,1,0,0,0,1,1,1,1,0,0
Anc110BC_573,573,1,0,0,0,1,1,1,1,0,1
Anc110BC_574,574,1,0,0,0,1,1,1,1,1,0
Anc110BC_575,575,1,0,0,0,1,1,1,1,1,1
Anc110BC_576,576,1,0,0,1,0,0,0,0,0,0
Anc110BC_577,577,1,0,0,1,0,0,0,0,0,1
Anc110BC_578,578,1,0,0,1,0,0,0,0,1,0
Anc110BC_579,579,1,0,0,1,0,0,0,0,1,1
Anc110BC_580,580,1,0,0,1,0,0,0,1,0,0
Anc110BC_581,581,1,0,0,1,0,0,0,1,0,1
Anc110BC_582,582,1,0,0,1,0,0,0,1,1,0
Anc110BC_583,583,1,0,0,1,0,0,0,1,1,1
Anc110BC_584,584,1,0,0,1,0,0,1,0,0,0
Anc110BC_585,585,1,0,0,1,0,0,1,0,0,1
Anc110BC_586,586,1,0,0,1,0,0,1,0,1,0
Anc110BC_587,587,1,0,0,1,0,0,1,0,1,1
Anc110BC_588,588,1,0,0,1,0,0,1,1,0,0
Anc110BC_589,589,1,0,0,1,0,0,1,1,0,1
Anc110BC_590,590,1,0,0,1,0,0,1,1,1,0
Anc110BC_591,591,1,0,0,1,0,0,1,1,1,1
Anc110BC_592,592,1,0,0,1,0,1,0,0,0,0
Anc110BC_593,593,1,0,0,1,0,1,0,0,0,1
Anc110BC_594,594,1,0,0,1,0,1,0,0,1,0
Anc110BC_595,595,1,0,0,1,0,1,0,0,1,1
Anc110BC_596,596,1,0,0,1,0,1,0,1,0,0
Anc110BC_597,597,1,0,0,1,0,1,0,1,0,1
Anc110BC_598,598,1,0,0,1,0,1,0,1,1,0
Anc110BC_599,599,1,0,0,1,0,1,0,1,1,1
Anc110BC_600,600,1,0,0,1,0,1,1,0,0,0
Anc110BC_601,601,1,0,0,1,0,1,1,0,0,1
Anc110BC_602,602,1,0,0,1,0,1,1,0,1,0
Anc110BC_603,603,1,0,0,1,0,1,1,0,1,1
Anc110BC_604,604,1,0,0,1,0,1,1,1,0,0
Anc110BC_605,605,1,0,0,1,0,1,1,1,0,1
Anc110BC_606,606,1,0,0,1,0,1,1,1,1,0
Anc110BC_607,607,1,0,0,1,0,1,1,1,1,1
Anc110BC_608,608,1,0,0,1,1,0,0,0,0,0
Anc110BC_609,609,1,0,0,1,1,0,0,0,0,1
Anc110BC_610,610,1,0,0,1,1,0,0,0,1,0
Anc110BC_611,611,1,0,0,1,1,0,0,0,1,1
Anc110BC_612,612,1,0,0,1,1,0,0,1,0,0
Anc110BC_613,613,1,0,0,1,1,0,0,1,0,1
Anc110BC_614,614,1,0,0,1,1,0,0,1,1,0
Anc110BC_615,615,1,0,0,1,1,0,0,1,1,1
Anc110BC_616,616,1,0,0,1,1,0,1,0,0,0
Anc110BC_617,617,1,0,0,1,1,0,1,0,0,1
Anc110BC_618,618,1,0,0,1,1,0,1,0,1,0
Anc110BC_619,619,1,0,0,1,1,0,1,0,1,1
Anc110BC_620,620,1,0,0,1,1,0,1,1,0,0
Anc110BC_621,621,1,0,0,1,1,0,1,1,0,1
Anc110BC_622,622,1,0,0,1,1,0,1,1,1,0
Anc110BC_623,623,1,0,0,1,1,0,1,1,1,1
Anc110BC_624,624,1,0,0,1,1,1,0,0,0,0
Anc110BC_625,625,1,0,0,1,1,1,0,0,0,1
Anc110BC_626,626,1,0,0,1,1,1,0,0,1,0
Anc110BC_627,627,1,0,0,1,1,1,0,0,1,1
Anc110BC_628,628,1,0,0,1,1,1,0,1,0,0
Anc110BC_629,629,1,0,0,1,1,1,0,1,0,1
Anc110BC_630,630,1,0,0,1,1,1,0,1,1,0
Anc110BC_631,631,1,0,0,1,1,1,0,1,1,1
Anc110BC_632,632,1,0,0,1,1,1,1,0,0,0
Anc110BC_633,633,1,0,0,1,1,1,1,0,0,1
Anc110BC_634,634,1,0,0,1,1,1,1,0,1,0
Anc110BC_635,635,1,0,0,1,1,1,1,0,1,1
Anc110BC_636,636,1,0,0,1,1,1,1,1,0,0
Anc110BC_637,637,1,0,0,1,1,1,1,1,0,1
Anc110BC_638,638,1,0,0,1,1,1,1,1,1,0
Anc110BC_639,639,1,0,0,1,1,1,1,1,1,1
Anc110BC_640,640,1,0,1,0,0,0,0,0,0,0
Anc110BC_641,641,1,0,1,0,0,0,0,0,0,1
Anc110BC_642,642,1,0,1,0,0,0,0,0,1,0
Anc110BC_643,643,1,0,1,0,0,0,0,0,1,1
Anc110BC_644,644,1,0,1,0,0,0,0,1,0,0
Anc110BC_645,645,1,0,1,0,0,0,0,1,0,1
Anc110BC_646,646,1,0,1,0,0,0,0,1,1,0
Anc110BC_647,647,1,0,1,0,0,0,0,1,1,1
Anc110BC_648,648,1,0,1,0,0,0,1,0,0,0
Anc110BC_649,649,1,0,1,0,0,0,1,0,0,1
Anc110BC_650,650,1,0,1,0,0,0,1,0,1,0
Anc110BC_651,651,1,0,1,0,0,0,1,0,1,1
Anc110BC_652,652,1,0,1,0,0,0,1,1,0,0
Anc110BC_653,653,1,0,1,0,0,0,1,1,0,1
Anc110BC_654,654,1,0,1,0,0,0,1,1,1,0
Anc110BC_655,655,1,0,1,0,0,0,1,1,1,1
Anc110BC_656,656,1,0,1,0,0,1,0,0,0,0
Anc110BC_657,657,1,0,1,0,0,1,0,0,0,1
Anc110BC_658,658,1,0,1,0,0,1,0,0,1,0
Anc110BC_659,659,1,0,1,0,0,1,0,0,1,1
Anc110BC_660,660,1,0,1,0,0,1,0,1,0,0
Anc110BC_661,661,1,0,1,0,0,1,0,1,0,1
Anc110BC_662,662,1,0,1,0,0,1,0,1,1,0
Anc110BC_663,663,1,0,1,0,0,1,0,1,1,1
Anc110BC_664,664,1,0,1,0,0,1,1,0,0,0
Anc110BC_665,665,1,0,1,0,0,1,1,0,0,1
Anc110BC_666,666,1,0,1,0,0,1,1,0,1,0
Anc110BC_667,667,1,0,1,0,0,1,1,0,1,1
Anc110BC_668,668,1,0,1,0,0,1,1,1,0,0
Anc110BC_669,669,1,0,1,0,0,1,1,1,0,1
Anc110BC_670,670,1,0,1,0,0,1,1,1,1,0
Anc110BC_671,671,1,0,1,0,0,1,1,1,1,1
Anc110BC_672,672,1,0,1,0,1,0,0,0,0,0
Anc110BC_673,673,1,0,1,0,1,0,0,0,0,1
Anc110BC_674,674,1,0,1,0,1,0,0,0,1,0
Anc110BC_675,675,1,0,1,0,1,0,0,0,1,1
Anc110BC_676,676,1,0,1,0,1,0,0,1,0,0
Anc110BC_677,677,1,0,1,0,1,0,0,1,0,1
Anc110BC_678,678,1,0,1,0,1,0,0,1,1,0
Anc110BC_679,679,1,0,1,0,1,0,0,1,1,1
Anc110BC_680,680,1,0,1,0,1,0,1,0,0,0
Anc110BC_681,681,1,0,1,0,1,0,1,0,0,1
Anc110BC_682,682,1,0,1,0,1,0,1,0,1,0
Anc110BC_683,683,1,0,1,0,1,0,1,0,1,1
Anc110BC_684,684,1,0,1,0,1,0,1,1,0,0
Anc110BC_685,685,1,0,1,0,1,0,1,1,0,1
Anc110BC_686,686,1,0,1,0,1,0,1,1,1,0
Anc110BC_687,687,1,0,1,0,1,0,1,1,1,1
Anc110BC_688,688,1,0,1,0,1,1,0,0,0,0
Anc110BC_689,689,1,0,1,0,1,1,0,0,0,1
Anc110BC_690,690,1,0,1,0,1,1,0,0,1,0
Anc110BC_691,691,1,0,1,0,1,1,0,0,1,1
Anc110BC_692,692,1,0,1,0,1,1,0,1,0,0
Anc110BC_693,693,1,0,1,0,1,1,0,1,0,1
Anc110BC_694,694,1,0,1,0,1,1,0,1,1,0
Anc110BC_695,695,1,0,1,0,1,1,0,1,1,1
Anc110BC_696,696,1,0,1,0,1,1,1,0,0,0
Anc110BC_697,697,1,0,1,0,1,1,1,0,0,1
Anc110BC_698,698,1,0,1,0,1,1,1,0,1,0
Anc110BC_699,699,1,0,1,0,1,1,1,0,1,1
Anc110BC_700,700,1,0,1,0,1,1,1,1,0,0
Anc110BC_701,701,1,0,1,0,1,1,1,1,0,1
Anc110BC_702,702,1,0,1,0,1,1,1,1,1,0
Anc110BC_703,703,1,0,1,0,1,1,1,1,1,1
Anc110BC_704,704,1,0,1,1,0,0,0,0,0,0
Anc110BC_705,705,1,0,1,1,0,0,0,0,0,1
Anc110BC_706,706,1,0,1,1,0,0,0,0,1,0
Anc110BC_707,707,1,0,1,1,0,0,0,0,1,1
Anc110BC_708,708,1,0,1,1,0,0,0,1,0,0
Anc110BC_709,709,1,0,1,1,0,0,0,1,0,1
Anc110BC_710,710,1,0,1,1,0,0,0,1,1,0
Anc110BC_711,711,1,0,1,1,0,0,0,1,1,1
Anc110BC_712,712,1,0,1,1,0,0,1,0,0,0
Anc110BC_713,713,1,0,1,1,0,0,1,0,0,1
Anc110BC_714,714,1,0,1,1,0,0,1,0,1,0
Anc110BC_715,715,1,0,1,1,0,0,1,0,1,1
Anc110BC_716,716,1,0,1,1,0,0,1,1,0,0
Anc110BC_717,717,1,0,1,1,0,0,1,1,0,1
Anc110BC_718,718,1,0,1,1,0,0,1,1,1,0
Anc110BC_719,719,1,0,1,1,0,0,1,1,1,1
Anc110BC_720,720,1,0,1,1,0,1,0,0,0,0
Anc110BC_721,721,1,0,1,1,0,1,0,0,0,1
Anc110BC_722,722,1,0,1,1,0,1,0,0,1,0
Anc110BC_723,723,1,0,1,1,0,1,0,0,1,1
Anc110BC_724,724,1,0,1,1,0,1,0,1,0,0
Anc110BC_725,725,1,0,1,1,0,1,0,1,0,1
Anc110BC_726,726,1,0,1,1,0,1,0,1,1,0
Anc110BC_727,727,1,0,1,1,0,1,0,1,1,1
Anc110BC_728,728,1,0,1,1,0,1,1,0,0,0
Anc110BC_729,729,1,0,1,1,0,1,1,0,0,1
Anc110BC_730,730,1,0,1,1,0,1,1,0,1,0
Anc110BC_731,731,1,0,1,1,0,1,1,0,1,1
Anc110BC_732,732,1,0,1,1,0,1,1,1,0,0
Anc110BC_733,733,1,0,1,1,0,1,1,1,0,1
Anc110BC_734,734,1,0,1,1,0,1,1,1,1,0
Anc110BC_735,735,1,0,1,1,0,1,1,1,1,1
Anc110BC_736,736,1,0,1,1,1,0,0,0,0,0
Anc110BC_737,737,1,0,1,1,1,0,0,0,0,1
Anc110BC_738,738,1,0,1,1,1,0,0,0,1,0
Anc110BC_739,739,1,0,1,1,1,0,0,0,1,1
Anc110BC_740,740,1,0,1,1,1,0,0,1,0,0
Anc110BC_741,741,1,0,1,1,1,0,0,1,0,1
Anc110BC_742,742,1,0,1,1,1,0,0,1,1,0
Anc110BC_743,743,1,0,1,1,1,0,0,1,1,1
Anc110BC_744,744,1,0,1,1,1,0,1,0,0,0
Anc110BC_745,745,1,0,1,1,1,0,1,0,0,1
Anc110BC_746,746,1,0,1,1,1,0,1,0,1,0
Anc110BC_747,747,1,0,1,1,1,0,1,0,1,1
Anc110BC_748,748,1,0,1,1,1,0,1,1,0,0
Anc110BC_749,749,1,0,1,1,1,0,1,1,0,1
Anc110BC_750,750,1,0,1,1,1,0,1,1,1,0
Anc110BC_751,751,1,0,1,1,1,0,1,1,1,1
Anc110BC_752,752,1,0,1,1,1,1,0,0,0,0
Anc110BC_753,753,1,0,1,1,1,1,0,0,0,1
Anc110BC_754,754,1,0,1,1,1,1,0,0,1,0
Anc110BC_755,755,1,0,1,1,1,1,0,0,1,1
Anc110BC_756,756,1,0,1,1,1,1,0,1,0,0
Anc110BC_757,757,1,0,1,1,1,1,0,1,0,1
Anc110BC_758,758,1,0,1,1,1,1,0,1,1,0
Anc110BC_759,759,1,0,1,1,1,1,0,1,1,1
Anc110BC_760,760,1,0,1,1,1,1,1,0,0,0
Anc110BC_761,761,1,0,1,1,1,1,1,0,0,1
Anc110BC_762,762,1,0,1,1,1,1,1,0,1,0
Anc110BC_763,763,1,0,1,1,1,1,1,0,1,1
Anc110BC_764,764,1,0,1,1,1,1,1,1,0,0
Anc110BC_765,765,1,0,1,1,1,1,1,1,0,1
Anc110BC_766,766,1,0,1,1,1,1,1,1,1,0
Anc110BC_767,767,1,0,1,1,1,1,1,1,1,1
Anc110BC_768,768,1,1,0,0,0,0,0,0,0,0
Anc110BC_769,769,1,1,0,0,0,0,0,0,0,1
Anc110BC_770,770,1,1,0,0,0,0,0,0,1,0
Anc110BC_771,771,1,1,0,0,0,0,0,0,1,1
Anc110BC_772,772,1,1,0,0,0,0,0,1,0,0
Anc110BC_773,773,1,1,0,0,0,0,0,1,0,1
Anc110BC_774,774,1,1,0,0,0,0,0,1,1,0
Anc110BC_775,775,1,1,0,0,0,0,0,1,1,1
Anc110BC_776,776,1,1,0,0,0,0,1,0,0,0
Anc110BC_777,777,1,1,0,0,0,0,1,0,0,1
Anc110BC_778,778,1,1,0,0,0,0,1,0,1,0
Anc110BC_779,779,1,1,0,0,0,0,1,0,1,1
Anc110BC_780,780,1,1,0,0,0,0,1,1,0,0
Anc110BC_781,781,1,1,0,0,0,0,1,1,0,1
Anc110BC_782,782,1,1,0,0,0,0,1,1,1,0
Anc110BC_783,783,1,1,0,0,0,0,1,1,1,1
Anc110BC_784,784,1,1,0,0,0,1,0,0,0,0
Anc110BC_785,785,1,1,0,0,0,1,0,0,0,1
Anc110BC_786,786,1,1,0,0,0,1,0,0,1,0
Anc110BC_787,787,1,1,0,0,0,1,0,0,1,1
Anc110BC_788,788,1,1,0,0,0,1,0,1,0,0
Anc110BC_789,789,1,1,0,0,0,1,0,1,0,1
Anc110BC_790,790,1,1,0,0,0,1,0,1,1,0
Anc110BC_791,791,1,1,0,0,0,1,0,1,1,1
Anc110BC_792,792,1,1,0,0,0,1,1,0,0,0
Anc110BC_793,793,1,1,0,0,0,1,1,0,0,1
Anc110BC_794,794,1,1,0,0,0,1,1,0,1,0
Anc110BC_795,795,1,1,0,0,0,1,1,0,1,1
Anc110BC_796,796,1,1,0,0,0,1,1,1,0,0
Anc110BC_797,797,1,1,0,0,0,1,1,1,0,1
Anc110BC_798,798,1,1,0,0,0,1,1,1,1,0
Anc110BC_799,799,1,1,0,0,0,1,1,1,1,1
Anc110BC_800,800,1,1,0,0,1,0,0,0,0,0
Anc110BC_801,801,1,1,0,0,1,0,0,0,0,1
Anc110BC_802,802,1,1,0,0,1,0,0,0,1,0
Anc110BC_803,803,1,1,0,0,1,0,0,0,1,1
Anc110BC_804,804,1,1,0,0,1,0,0,1,0,0
Anc110BC_805,805,1,1,0,0,1,0,0,1,0,1
Anc110BC_806,806,1,1,0,0,1,0,0,1,1,0
Anc110BC_807,807,1,1,0,0,1,0,0,1,1,1
Anc110BC_808,808,1,1,0,0,1,0,1,0,0,0
Anc110BC_809,809,1,1,0,0,1,0,1,0,0,1
Anc110BC_810,810,1,1,0,0,1,0,1,0,1,0
Anc110BC_811,811,1,1,0,0,1,0,1,0,1,1
Anc110BC_812,812,1,1,0,0,1,0,1,1,0,0
Anc110BC_813,813,1,1,0,0,1,0,1,1,0,1
Anc110BC_814,814,1,1,0,0,1,0,1,1,1,0
Anc110BC_815,815,1,1,0,0,1,0,1,1,1,1
Anc110BC_816,816,1,1,0,0,1,1,0,0,0,0
Anc110BC_817,817,1,1,0,0,1,1,0,0,0,1
Anc110BC_818,818,1,1,0,0,1,1,0,0,1,0
Anc110BC_819,819,1,1,0,0,1,1,0,0,1,1
Anc110BC_820,820,1,1,0,0,1,1,0,1,0,0
Anc110BC_821,821,1,1,0,0,1,1,0,1,0,1
Anc110BC_822,822,1,1,0,0,1,1,0,1,1,0
Anc110BC_823,823,1,1,0,0,1,1,0,1,1,1
Anc110BC_824,824,1,1,0,0,1,1,1,0,0,0
Anc110BC_825,825,1,1,0,0,1,1,1,0,0,1
Anc110BC_826,826,1,1,0,0,1,1,1,0,1,0
Anc110BC_827,827,1,1,0,0,1,1,1,0,1,1
Anc110BC_828,828,1,1,0,0,1,1,1,1,0,0
Anc110BC_829,829,1,1,0,0,1,1,1,1,0,1
Anc110BC_830,830,1,1,0,0,1,1,1,1,1,0
Anc110BC_831,831,1,1,0,0,1,1,1,1,1,1
Anc110BC_832,832,1,1,0,1,0,0,0,0,0,0
Anc110BC_833,833,1,1,0,1,0,0,0,0,0,1
Anc110BC_834,834,1,1,0,1,0,0,0,0,1,0
Anc110BC_835,835,1,1,0,1,0,0,0,0,1,1
Anc110BC_836,836,1,1,0,1,0,0,0,1,0,0
Anc110BC_837,837,1,1,0,1,0,0,0,1,0,1
Anc110BC_838,838,1,1,0,1,0,0,0,1,1,0
Anc110BC_839,839,1,1,0,1,0,0,0,1,1,1
Anc110BC_840,840,1,1,0,1,0,0,1,0,0,0
Anc110BC_841,841,1,1,0,1,0,0,1,0,0,1
Anc110BC_842,842,1,1,0,1,0,0,1,0,1,0
Anc110BC_843,843,1,1,0,1,0,0,1,0,1,1
Anc110BC_844,844,1,1,0,1,0,0,1,1,0,0
Anc110BC_845,845,1,1,0,1,0,0,1,1,0,1
Anc110BC_846,846,1,1,0,1,0,0,1,1,1,0
Anc110BC_847,847,1,1,0,1,0,0,1,1,1,1
Anc110BC_848,848,1,1,0,1,0,1,0,0,0,0
Anc110BC_849,849,1,1,0,1,0,1,0,0,0,1
Anc110BC_850,850,1,1,0,1,0,1,0,0,1,0
Anc110BC_851,851,1,1,0,1,0,1,0,0,1,1
Anc110BC_852,852,1,1,0,1,0,1,0,1,0,0
Anc110BC_853,853,1,1,0,1,0,1,0,1,0,1
Anc110BC_854,854,1,1,0,1,0,1,0,1,1,0
Anc110BC_855,855,1,1,0,1,0,1,0,1,1,1
Anc110BC_856,856,1,1,0,1,0,1,1,0,0,0
Anc110BC_857,857,1,1,0,1,0,1,1,0,0,1
Anc110BC_858,858,1,1,0,1,0,1,1,0,1,0
Anc110BC_859,859,1,1,0,1,0,1,1,0,1,1
Anc110BC_860,860,1,1,0,1,0,1,1,1,0,0
Anc110BC_861,861,1,1,0,1,0,1,1,1,0,1
Anc110BC_862,862,1,1,0,1,0,1,1,1,1,0
Anc110BC_863,863,1,1,0,1,0,1,1,1,1,1
Anc110BC_864,864,1,1,0,1,1,0,0,0,0,0
Anc110BC_865,865,1,1,0,1,1,0,0,0,0,1
Anc110BC_866,866,1,1,0,1,1,0,0,0,1,0
Anc110BC_867,867,1,1,0,1,1,0,0,0,1,1
Anc110BC_868,868,1,1,0,1,1,0,0,1,0,0
Anc110BC_869,869,1,1,0,1,1,0,0,1,0,1
Anc110BC_870,870,1,1,0,1,1,0,0,1,1,0
Anc110BC_871,871,1,1,0,1,1,0,0,1,1,1
Anc110BC_872,872,1,1,0,1,1,0,1,0,0,0
Anc110BC_873,873,1,1,0,1,1,0,1,0,0,1
Anc110BC_874,874,1,1,0,1,1,0,1,0,1,0
Anc110BC_875,875,1,1,0,1,1,0,1,0,1,1
Anc110BC_876,876,1,1,0,1,1,0,1,1,0,0
Anc110BC_877,877,1,1,0,1,1,0,1,1,0,1
Anc110BC_878,878,1,1,0,1,1,0,1,1,1,0
Anc110BC_879,879,1,1,0,1,1,0,1,1,1,1
Anc110BC_880,880,1,1,0,1,1,1,0,0,0,0
Anc110BC_881,881,1,1,0,1,1,1,0,0,0,1
Anc110BC_882,882,1,1,0,1,1,1,0,0,1,0
Anc110BC_883,883,1,1,0,1,1,1,0,0,1,1
Anc110BC_884,884,1,1,0,1,1,1,0,1,0,0
Anc110BC_885,885,1,1,0,1,1,1,0,1,0,1
Anc110BC_886,886,1,1,0,1,1,1,0,1,1,0
Anc110BC_887,887,1,1,0,1,1,1,0,1,1,1
Anc110BC_888,888,1,1,0,1,1,1,1,0,0,0
Anc110BC_889,889,1,1,0,1,1,1,1,0,0,1
Anc110BC_890,890,1,1,0,1,1,1,1,0,1,0
Anc110BC_891,891,1,1,0,1,1,1,1,0,1,1
Anc110BC_892,892,1,1,0,1,1,1,1,1,0,0
Anc110BC_893,893,1,1,0,1,1,1,1,1,0,1
Anc110BC_894,894,1,1,0,1,1,1,1,1,1,0
Anc110BC_895,895,1,1,0,1,1,1,1,1,1,1
Anc110BC_896,896,1,1,1,0,0,0,0,0,0,0
Anc110BC_897,897,1,1,1,0,0,0,0,0,0,1
